,Input1,Input2,Input3,Input4,Input5,Input6,Input7,Input8,Input9,Input10,Input11,Input12,Input13,Input14,Input15,Input16,digit
1744,34,100,0,75,0,41,25,9,84,0,100,33,73,65,16,71,0
1745,43,61,10,23,46,0,88,31,100,76,64,100,24,67,0,25,0
1746,0,73,52,81,100,100,100,84,88,63,76,42,60,20,72,0,1
1747,47,100,9,76,0,45,59,48,100,73,67,58,36,30,15,0,4
1748,50,100,27,77,0,45,41,30,100,40,84,67,63,33,46,0,4
1749,30,98,30,76,72,38,60,0,0,11,44,48,100,83,49,100,8
1750,96,71,52,46,31,73,72,100,100,71,86,33,52,1,0,0,9
1751,0,87,33,100,98,97,95,78,75,53,100,26,77,5,13,0,3
1752,0,69,37,96,100,100,100,65,68,34,20,9,32,0,97,1,2
1753,20,88,0,52,14,14,63,0,97,31,100,71,64,100,16,84,0
1754,54,96,33,71,73,34,30,0,0,29,49,65,100,100,31,98,8
1755,35,100,16,80,0,45,56,45,100,53,59,81,55,40,54,0,4
1756,23,88,68,100,97,81,63,60,87,40,100,16,55,0,0,1,3
1757,100,100,55,95,23,68,2,37,0,5,47,0,53,28,6,14,6
1758,19,100,1,79,0,57,39,46,87,51,87,41,81,19,100,0,4
1759,100,100,62,83,34,64,14,43,0,22,4,0,44,12,36,30,6
1760,32,100,0,70,9,39,68,37,100,59,86,67,82,33,91,0,4
1761,84,100,12,80,0,59,88,62,100,92,61,79,40,40,27,0,4
1762,83,100,38,82,81,87,94,85,100,53,100,20,53,6,0,0,9
1763,63,89,100,100,85,96,39,88,43,64,70,32,40,0,0,9,5
1764,0,66,39,93,56,100,57,61,58,22,28,0,50,2,100,5,1
1765,38,85,73,100,100,86,68,65,87,42,81,15,42,0,0,12,3
1766,64,86,79,100,100,87,73,63,93,41,83,13,43,0,0,5,3
1767,0,43,1,33,41,0,100,15,99,63,61,100,8,75,4,28,0
1768,0,100,76,97,100,65,75,32,44,0,1,6,21,26,100,23,7
1769,0,90,43,100,87,86,69,46,47,7,66,0,100,30,45,28,7
1770,25,92,29,62,86,43,56,3,0,0,8,53,38,94,100,100,5
1771,64,86,100,100,47,100,71,71,96,66,96,19,45,0,0,19,9
1772,0,72,23,81,67,100,100,99,94,75,87,49,83,25,75,0,1
1773,87,94,47,82,96,43,82,0,0,4,29,43,100,74,97,100,8
1774,27,72,56,100,60,66,35,26,0,12,32,16,69,0,100,10,2
1775,0,78,23,100,52,88,39,62,25,37,11,12,47,0,100,4,2
1776,52,100,18,79,0,35,23,0,72,18,100,57,72,92,21,85,0
1777,86,72,35,100,0,67,68,38,100,1,22,0,43,43,92,82,8
1778,0,33,40,52,73,75,100,100,100,86,87,58,76,29,73,0,1
1779,77,100,8,92,44,73,92,97,100,65,100,30,68,0,0,2,9
1780,46,67,71,100,60,73,58,33,51,0,0,1,62,3,100,8,1
1781,46,100,5,73,0,41,61,41,100,57,84,69,69,35,67,0,4
1782,18,93,10,55,55,27,13,0,0,34,5,81,45,100,100,98,5
1783,43,89,15,49,22,0,72,3,100,46,83,92,30,100,0,66,0
1784,100,100,54,97,16,68,0,32,24,0,74,15,76,50,21,59,6
1785,49,93,89,100,94,65,68,28,50,0,100,24,60,37,0,43,7
1786,29,100,30,64,62,30,20,0,1,31,0,77,41,93,100,95,5
1787,49,100,25,79,0,48,84,46,100,64,66,70,57,35,56,0,4
1788,3,94,51,100,100,100,72,79,51,56,68,30,46,9,0,0,3
1789,100,54,48,62,0,75,25,100,65,90,60,59,48,30,33,0,9
1790,50,100,13,80,76,54,100,16,40,0,37,42,53,84,0,98,8
1791,0,57,50,74,82,97,100,100,89,75,75,50,64,25,61,0,1
1792,30,88,74,100,100,88,66,69,74,46,90,22,50,7,0,0,3
1793,0,53,29,81,49,100,44,66,40,31,25,0,54,5,100,6,1
1794,100,100,62,84,26,56,0,25,28,0,83,16,64,44,13,26,6
1795,0,98,80,100,100,68,87,33,59,0,19,16,10,43,93,49,7
1796,78,100,29,80,6,50,0,19,44,0,100,15,72,37,17,25,6
1797,8,65,0,92,47,97,100,100,75,77,53,52,37,25,41,0,7
1798,6,100,51,92,57,56,45,21,22,0,0,31,48,39,100,40,7
1799,49,100,5,84,0,48,100,45,80,79,43,89,38,45,37,0,4
1800,65,100,18,88,0,52,11,17,58,0,99,23,100,60,85,96,0
1801,100,100,71,96,38,74,11,50,0,21,27,0,63,16,39,39,6
1802,74,100,49,87,12,56,0,23,44,0,100,17,42,34,2,20,6
1803,19,89,10,61,50,28,25,0,3,31,0,75,40,98,100,100,5
1804,0,91,51,96,88,100,67,55,64,7,47,0,48,19,100,24,7
1805,28,100,5,77,0,53,39,40,87,44,100,46,80,23,63,0,4
1806,0,92,58,100,74,68,57,34,36,0,71,20,100,47,36,42,7
1807,23,100,18,78,36,40,17,0,0,51,21,83,61,84,100,82,5
1808,0,82,39,100,80,95,66,51,56,6,40,0,55,28,100,29,7
1809,0,58,25,69,67,91,100,100,76,75,53,50,25,25,4,0,1
1810,80,98,0,95,55,68,100,34,52,0,0,24,31,64,29,100,8
1811,60,100,36,85,7,54,4,20,52,0,100,18,54,38,0,23,6
1812,91,100,28,93,0,62,0,27,39,0,89,18,100,53,91,89,0
1813,55,100,22,88,0,72,1,53,32,41,67,32,95,19,100,0,4
1814,26,80,42,100,57,69,34,30,0,0,9,20,54,27,100,26,2
1815,2,75,36,100,87,93,58,62,94,49,100,19,50,0,0,16,3
1816,82,100,100,86,88,71,59,57,35,44,24,29,6,14,0,0,1
1817,25,67,54,100,56,78,51,34,20,4,0,9,51,4,100,0,1
1818,23,80,60,100,100,88,81,61,43,40,0,23,11,5,64,0,2
1819,29,100,5,74,0,46,48,39,100,46,74,57,69,28,70,0,4
1820,90,72,64,100,24,72,75,57,94,75,100,30,61,0,0,2,9
1821,84,88,39,100,3,68,0,27,41,0,91,15,100,54,84,94,0
1822,59,94,8,100,17,65,90,36,76,0,0,10,48,46,100,83,8
1823,41,90,11,65,0,23,33,0,77,23,100,60,88,100,41,96,0
1824,76,99,51,100,15,64,0,25,46,0,100,22,41,42,3,17,6
1825,0,80,44,100,47,91,47,58,48,24,16,0,27,1,100,3,1
1826,50,82,8,61,0,15,50,0,95,30,100,77,59,100,23,64,0
1827,37,82,57,100,53,65,30,36,0,16,30,0,66,2,100,19,2
1828,40,87,23,57,44,22,9,0,0,40,5,78,46,100,100,99,5
1829,21,98,18,65,62,42,24,0,1,35,0,91,58,100,100,95,5
1830,16,100,4,71,0,42,39,21,89,33,100,55,80,28,87,0,4
1831,0,93,55,63,98,29,72,0,47,27,93,61,100,100,34,99,8
1832,0,91,51,100,84,82,51,43,25,0,1,16,39,40,100,41,7
1833,100,100,60,100,36,91,34,62,68,56,70,33,38,14,0,0,5
1834,19,92,0,57,64,39,64,0,5,11,13,62,30,100,100,99,5
1835,0,64,16,100,47,79,35,40,6,6,11,9,58,0,100,4,2
1836,38,100,15,59,18,13,63,0,100,33,96,77,48,90,0,72,0
1837,11,80,0,34,31,0,77,17,100,60,72,100,24,94,3,51,0
1838,66,100,41,77,0,49,18,29,77,30,100,63,90,30,95,0,4
1839,0,92,50,100,70,75,25,53,58,42,100,20,58,0,3,1,3
1840,100,99,62,100,26,78,2,48,0,16,38,0,59,23,20,38,6
1841,45,96,23,78,0,35,29,0,83,21,100,65,63,100,3,91,0
1842,42,100,24,72,0,43,50,49,93,70,100,61,94,29,99,0,4
1843,54,92,0,100,16,65,66,35,72,0,22,15,56,51,100,84,8
1844,75,94,95,90,62,100,84,86,100,52,91,16,44,0,0,18,9
1845,0,85,51,100,81,71,76,35,58,0,31,25,35,55,100,61,7
1846,0,86,39,100,89,95,73,74,70,52,100,33,100,13,50,0,3
1847,18,82,0,38,23,0,70,6,100,41,85,83,39,100,4,74,0
1848,0,79,61,54,100,21,61,0,43,34,82,69,82,100,0,92,8
1849,0,55,43,71,90,91,100,100,94,75,87,50,76,25,69,0,1
1850,7,56,36,89,45,100,42,60,38,20,0,0,48,5,100,5,1
1851,100,64,98,100,51,78,52,39,48,0,0,4,31,38,95,57,8
1852,12,67,34,92,100,100,77,71,77,51,89,22,40,0,0,17,3
1853,13,87,5,54,40,24,6,0,3,38,0,77,44,95,100,100,5
1854,100,100,66,89,48,75,34,60,17,45,10,30,3,15,0,0,1
1855,78,94,3,100,22,66,100,35,62,0,0,25,44,66,41,96,8
1856,2,70,0,100,51,100,65,67,41,33,6,4,47,0,100,2,2
1857,0,75,33,89,77,100,79,72,61,37,55,0,55,20,100,27,7
1858,19,92,0,51,17,7,64,0,100,29,91,77,50,100,4,87,0
1859,60,100,32,69,0,37,42,29,100,29,85,51,68,38,60,0,4
1860,0,61,34,91,51,100,48,60,45,19,4,0,48,1,100,3,1
1861,76,91,100,100,89,75,84,51,85,23,61,2,23,0,0,22,3
1862,82,100,37,86,66,70,87,86,100,52,92,18,49,1,0,0,9
1863,33,75,46,100,78,86,57,56,100,40,96,11,46,0,0,13,3
1864,0,82,33,100,77,93,50,66,71,47,100,24,58,7,11,0,3
1865,36,100,65,90,66,59,48,28,25,0,0,28,47,36,100,37,7
1866,0,74,29,100,65,86,73,44,64,0,31,8,60,35,100,40,7
1867,100,100,56,90,20,66,0,34,9,1,55,0,67,31,26,46,6
1868,100,100,78,83,56,57,40,31,44,3,92,8,46,14,0,0,6
1869,34,85,62,100,79,76,51,49,90,36,100,13,48,0,0,7,3
1870,0,93,49,100,100,100,80,66,61,27,51,0,44,35,95,37,7
1871,43,100,30,64,49,28,30,0,0,25,18,59,58,73,100,78,5
1872,73,90,0,100,2,65,57,30,20,0,2,34,59,69,100,98,8
1873,42,100,19,71,0,40,50,25,100,35,99,60,68,31,49,0,4
1874,81,100,42,80,0,49,57,38,100,49,68,70,67,35,63,0,4
1875,92,69,36,74,0,87,52,100,98,86,100,56,79,28,58,0,9
1876,0,44,37,59,71,78,100,100,88,82,70,55,55,28,43,0,1
1877,50,100,27,82,0,58,38,42,100,55,86,48,55,24,34,0,4
1878,100,88,100,100,76,73,52,44,40,16,80,0,56,20,0,1,6
1879,100,98,66,100,38,98,32,73,59,60,48,37,24,19,0,0,5
1880,44,68,62,40,100,2,0,0,25,38,98,71,96,100,6,73,8
1881,0,70,22,99,50,100,45,59,28,22,39,0,69,4,100,8,2
1882,100,100,52,82,15,54,0,21,44,0,96,17,66,43,7,30,6
1883,14,96,77,100,30,99,20,60,66,61,100,32,54,0,0,17,5
1884,81,71,97,100,36,89,74,72,95,74,100,34,59,6,0,0,9
1885,100,100,100,90,50,75,25,60,0,45,0,30,0,15,0,0,1
1886,20,88,29,53,73,35,42,0,0,3,20,59,53,98,100,100,5
1887,0,98,38,100,61,62,61,16,39,0,18,37,58,41,100,37,7
1888,0,71,56,80,100,100,93,86,74,64,59,43,48,20,59,0,1
1889,100,100,68,92,35,67,7,35,0,0,43,2,50,26,9,11,6
1890,99,69,77,100,51,72,88,79,100,59,84,15,38,0,0,7,9
1891,52,100,49,99,0,63,99,53,100,81,81,84,77,42,86,0,4
1892,31,100,12,74,0,46,55,42,100,51,78,59,78,29,83,0,4
1893,47,82,17,73,0,34,25,0,71,9,100,44,97,85,55,100,0
1894,81,98,26,93,59,67,95,100,88,66,100,24,48,0,0,14,9
1895,16,71,44,100,64,71,40,31,0,11,23,12,66,0,100,15,2
1896,100,89,68,100,22,89,0,55,49,66,83,43,63,9,14,0,5
1897,100,98,56,100,20,77,0,48,3,17,44,0,53,22,11,40,6
1898,0,97,40,100,68,74,58,34,51,0,24,34,48,56,100,60,7
1899,34,100,17,85,0,38,27,0,82,9,100,53,60,87,5,89,0
1900,76,49,70,92,27,100,0,66,3,19,41,0,80,21,100,57,0
1901,25,84,64,100,82,71,42,52,95,42,100,9,46,0,0,12,3
1902,37,100,10,79,0,41,56,31,97,53,100,76,74,38,49,0,4
1903,100,100,70,100,27,97,5,62,34,58,61,36,41,1,0,0,5
1904,83,31,100,71,67,100,24,87,0,46,8,0,51,0,82,36,0
1905,0,67,35,78,71,95,100,100,83,75,67,51,50,26,42,0,1
1906,90,100,46,77,20,49,12,20,51,0,100,17,64,41,0,44,6
1907,0,80,35,100,75,96,59,62,100,56,99,22,64,0,24,6,3
1908,0,86,29,100,62,95,51,62,31,32,34,2,69,0,100,6,2
1909,6,78,53,100,61,70,55,54,100,35,82,3,21,0,0,26,3
1910,100,91,0,91,41,60,92,25,20,0,0,29,55,64,88,100,8
1911,0,100,40,68,79,35,72,0,49,23,74,59,100,94,43,86,8
1912,80,70,57,100,15,73,0,30,34,0,83,15,100,56,75,88,0
1913,12,91,0,50,65,45,67,0,13,9,4,65,31,100,100,99,5
1914,38,78,73,100,92,70,58,48,100,39,85,6,33,0,0,28,3
1915,12,91,79,100,45,95,29,63,88,68,100,24,52,0,0,23,5
1916,45,99,9,100,0,75,36,56,100,63,98,49,80,25,82,0,4
1917,66,100,31,74,6,47,0,20,41,0,100,16,84,36,16,23,6
1918,7,80,0,80,29,100,99,99,100,90,78,59,61,28,46,0,7
1919,46,90,70,87,16,80,0,94,54,100,100,82,94,39,70,0,9
1920,0,62,19,71,69,91,100,100,71,75,50,50,29,25,12,0,1
1921,9,59,39,87,61,100,46,59,22,22,0,3,50,2,100,0,1
1922,29,88,71,73,100,33,43,0,0,25,39,64,94,100,35,94,8
1923,19,80,45,100,49,64,29,27,0,0,25,8,63,14,100,21,2
1924,32,100,8,74,0,46,51,37,100,48,96,55,86,27,81,0,4
1925,18,98,72,100,26,89,34,61,82,45,100,19,53,4,0,0,5
1926,26,83,26,14,66,3,100,47,89,100,45,86,6,47,0,0,0
1927,0,50,45,74,84,100,73,68,63,34,34,7,32,3,100,0,1
1928,33,82,53,99,100,100,73,72,81,48,89,20,48,2,0,0,3
1929,100,100,66,80,35,60,11,39,0,17,29,0,74,16,35,20,6
1930,33,64,58,100,94,90,67,51,28,19,0,15,49,16,100,0,2
1931,23,82,57,100,60,70,34,42,0,22,20,12,59,8,100,0,2
1932,0,95,52,100,71,86,63,42,62,0,27,33,48,50,100,53,7
1933,74,100,82,86,37,63,0,39,76,41,100,47,61,24,21,0,4
1934,94,92,100,100,77,83,62,65,43,47,26,29,15,12,0,0,1
1935,28,75,49,100,57,63,34,26,0,3,26,11,66,0,100,5,2
1936,100,100,65,80,38,56,15,29,8,0,48,8,36,27,0,13,6
1937,2,83,35,100,62,82,62,68,100,51,84,21,44,0,0,7,3
1938,0,88,42,100,68,83,52,59,29,36,9,12,48,2,100,0,2
1939,36,84,66,100,91,75,79,46,100,27,70,4,22,0,0,25,3
1940,18,75,0,74,35,97,100,100,88,79,72,49,52,18,40,0,7
1941,23,84,28,57,71,22,0,0,6,33,69,66,100,100,2,90,8
1942,82,95,0,83,62,54,100,20,37,0,49,35,89,70,88,100,8
1943,68,98,70,100,36,79,0,59,60,49,100,47,73,23,51,0,4
1944,10,84,64,100,98,70,71,34,36,0,0,30,30,55,100,49,7
1945,84,88,100,100,70,73,46,47,32,19,51,0,41,25,0,8,6
1946,0,100,100,91,0,76,0,60,0,45,0,30,0,15,100,0,1
1947,71,100,37,74,0,45,17,29,95,29,100,50,91,33,89,0,4
1948,25,100,0,63,2,17,43,0,86,10,100,52,74,90,32,97,0
1949,100,46,93,86,46,100,10,72,0,28,29,0,76,18,88,55,0
1950,0,4,29,27,55,56,79,85,100,100,84,67,69,34,62,0,1
1951,41,96,6,63,0,11,48,0,92,31,100,82,51,100,18,62,0
1952,48,68,57,100,92,91,76,54,45,21,0,0,45,22,100,4,2
1953,0,84,31,100,81,98,73,74,87,51,100,29,67,10,17,0,3
1954,0,98,76,100,100,68,88,34,67,0,16,1,13,16,95,11,7
1955,0,81,39,100,88,90,61,59,85,47,100,14,53,0,8,5,3
1956,94,95,42,100,35,71,86,84,100,66,100,25,55,2,0,0,9
1957,77,87,98,82,78,100,52,67,97,65,100,23,49,0,0,16,9
1958,0,53,33,71,76,93,100,100,79,74,53,49,28,25,12,0,1
1959,0,86,41,100,77,86,58,58,98,42,100,16,58,1,8,0,3
1960,41,94,82,100,97,79,81,54,100,30,86,6,42,0,0,1,3
1961,0,80,28,100,55,82,37,48,11,20,24,3,62,1,100,0,2
1962,100,100,50,80,19,59,0,36,0,13,53,0,78,19,3,19,6
1963,92,47,92,90,49,100,11,74,0,27,35,0,76,18,100,57,0
1964,0,96,9,97,50,100,47,64,22,32,19,0,60,5,100,19,2
1965,62,100,12,72,0,43,100,45,89,69,53,88,54,43,52,0,4
1966,0,73,43,100,44,95,38,62,37,29,16,0,22,2,100,3,1
1967,7,68,23,100,0,51,15,1,80,0,100,48,64,91,1,89,0
1968,34,77,79,59,100,23,28,0,0,32,38,68,93,100,31,87,8
1969,16,100,6,51,58,34,24,0,3,29,0,81,46,99,100,99,5
1970,42,100,13,73,0,42,52,35,100,48,92,56,92,25,97,0,4
1971,41,91,53,62,95,30,52,0,14,16,0,53,17,87,100,100,5
1972,56,100,28,83,0,61,38,45,100,55,69,45,46,23,31,0,4
1973,33,100,14,97,0,80,9,61,39,48,74,36,92,18,100,0,4
1974,21,93,28,62,53,24,13,0,5,41,0,84,47,96,100,100,5
1975,0,74,51,63,100,96,34,100,15,69,88,83,82,45,65,0,9
1976,56,100,34,83,0,63,23,48,77,39,100,42,68,22,48,0,4
1977,0,93,2,43,21,0,67,8,100,45,100,92,54,100,21,68,0
1978,26,100,0,84,22,56,100,57,52,92,48,85,44,36,40,0,4
1979,19,99,90,100,57,94,12,73,52,60,100,35,66,0,0,5,5
1980,60,95,84,73,85,100,36,87,99,76,100,39,64,9,0,0,9
1981,63,100,18,89,0,44,14,0,62,12,96,49,100,95,54,93,0
1982,100,100,78,98,34,69,6,36,15,1,77,0,68,32,0,28,6
1983,100,98,85,99,38,100,26,71,66,56,79,36,40,18,0,0,5
1984,100,100,45,87,12,59,0,26,27,0,87,8,87,37,27,31,6
1985,53,100,27,65,97,33,82,0,27,20,70,58,100,97,0,91,8
1986,37,93,2,89,0,33,42,0,92,11,100,65,60,100,9,91,0
1987,100,100,56,82,22,55,0,25,26,0,78,9,61,36,6,38,6
1988,0,92,48,100,68,67,64,33,48,0,9,24,39,49,100,58,7
1989,100,100,45,91,7,63,0,30,33,1,89,0,63,28,7,31,6
1990,29,85,8,43,33,0,86,9,100,57,74,100,17,92,0,46,0
1991,100,79,59,100,17,73,0,35,22,0,76,5,59,34,19,16,6
1992,0,89,59,100,100,74,82,35,51,0,10,18,35,42,100,48,7
1993,100,81,37,100,0,71,49,36,71,0,18,22,51,59,90,93,8
1994,82,100,64,89,31,67,0,45,62,37,100,46,78,23,71,0,4
1995,48,94,40,69,79,37,53,0,3,19,0,64,34,95,100,100,5
1996,100,80,46,100,25,68,88,75,86,75,96,32,57,0,0,19,9
1997,37,100,20,83,0,59,37,42,100,47,93,48,70,24,50,0,4
1998,100,100,57,84,22,59,3,28,24,0,72,11,54,36,0,28,6
1999,35,100,7,65,0,21,37,0,79,18,100,58,83,97,37,100,0
2000,100,100,55,94,27,70,6,44,0,14,29,0,43,25,2,25,6
2001,88,100,25,87,61,58,92,89,89,63,100,23,47,0,0,23,9
2002,51,76,0,73,11,95,60,100,97,83,100,55,91,27,83,0,9
2003,100,96,62,100,33,83,26,45,57,42,75,19,40,0,0,1,5
2004,88,100,38,82,63,53,100,82,98,67,95,31,67,0,0,8,9
2005,17,92,55,100,69,71,38,50,0,38,23,25,61,13,100,0,2
2006,0,83,55,100,100,79,94,38,69,0,40,7,32,48,91,57,7
2007,9,83,66,72,95,100,0,91,44,74,100,73,82,37,78,0,9
2008,0,82,30,100,74,97,76,72,63,47,44,24,50,0,100,0,2
2009,25,92,13,64,52,30,8,0,0,34,46,68,100,100,10,89,8
2010,0,80,31,100,70,90,53,62,27,37,7,10,48,0,100,1,2
2011,31,95,24,52,49,23,14,0,0,40,19,78,56,99,100,100,5
2012,0,32,33,41,62,64,85,94,100,100,85,66,70,34,57,0,1
2013,100,89,55,100,17,72,0,31,26,0,67,22,40,48,13,21,6
2014,50,91,100,100,90,97,62,69,100,43,99,11,51,0,0,1,5
2015,7,77,43,100,59,77,36,41,3,10,0,0,54,0,100,20,2
2016,87,71,85,100,46,81,89,71,100,74,91,30,51,4,0,0,9
2017,7,51,31,90,93,100,99,58,59,21,0,0,35,17,100,5,2
2018,43,100,16,86,0,41,24,0,75,11,100,53,85,97,34,97,0
2019,100,91,33,100,7,73,76,39,67,0,0,25,48,68,91,94,8
2020,100,88,47,100,23,66,80,66,91,78,93,36,62,0,0,3,9
2021,36,88,6,47,9,0,63,7,100,44,100,88,48,100,0,73,0
2022,21,87,24,55,60,29,24,0,0,17,10,68,52,90,100,100,5
2023,38,85,73,100,90,77,52,56,100,49,95,18,50,0,0,11,3
2024,0,64,12,98,47,100,30,63,5,29,15,3,56,0,100,1,2
2025,14,73,41,100,87,95,64,65,100,45,100,15,49,0,0,16,3
2026,14,71,40,100,49,70,27,36,0,5,25,0,66,2,100,19,2
2027,20,86,42,100,38,64,11,35,0,22,35,0,75,1,100,31,2
2028,54,92,11,60,0,17,50,0,95,29,100,72,58,100,15,72,0
2029,2,96,63,100,60,81,54,62,73,43,100,26,62,10,0,0,3
2030,24,91,7,61,54,36,37,0,6,23,0,76,39,100,100,95,5
2031,0,33,35,52,67,75,97,100,100,90,83,61,68,31,56,0,1
2032,35,57,0,47,1,0,48,5,86,36,100,83,58,100,12,86,0
2033,9,100,0,62,52,48,45,0,2,13,3,68,37,99,100,100,5
2034,40,100,23,89,0,59,26,34,95,45,100,60,68,31,56,0,4
2035,94,91,32,81,100,44,91,0,8,18,45,60,98,100,0,100,8
2036,45,82,60,100,56,69,31,43,0,23,28,3,65,0,100,16,2
2037,13,52,35,92,40,100,43,57,45,13,0,0,51,1,100,0,1
2038,22,86,62,100,82,74,59,60,100,42,93,11,40,0,0,17,3
2039,100,100,55,86,93,81,97,76,97,51,93,26,55,7,0,0,9
2040,61,100,1,74,0,47,100,48,95,73,64,76,54,36,52,0,4
2041,0,46,3,4,43,0,78,24,100,57,92,96,51,100,17,78,0
2042,6,100,32,98,66,71,62,34,41,0,0,27,39,41,100,46,7
2043,0,54,26,89,36,100,32,61,40,22,4,0,40,3,100,4,1
2044,0,91,53,100,93,87,60,47,36,4,26,0,37,35,100,40,7
2045,92,90,51,100,34,76,87,79,100,67,92,29,53,4,0,0,9
2046,52,89,1,100,0,72,60,76,68,73,100,39,88,6,27,0,9
2047,79,100,47,89,0,70,24,56,87,45,100,43,60,22,28,0,4
2048,100,97,23,100,14,67,65,34,43,0,0,26,39,62,93,96,8
2049,100,100,52,87,16,61,0,29,22,0,73,10,65,40,10,46,6
2050,100,100,51,96,10,82,7,63,57,61,71,35,44,9,0,0,5
2051,65,87,100,100,73,87,37,74,64,58,67,21,36,0,0,12,5
2052,100,100,59,80,31,55,16,26,31,0,82,5,47,18,0,4,6
2053,1,90,42,100,76,89,59,61,100,44,100,18,55,2,0,0,3
2054,90,88,43,100,15,69,67,66,86,66,100,27,59,3,0,0,9
2055,0,87,41,100,79,83,60,43,50,2,49,0,40,32,100,36,7
2056,35,100,8,68,0,31,24,0,73,10,100,43,98,80,55,94,0
2057,2,79,32,100,52,70,39,36,12,6,0,7,50,7,100,0,2
2058,23,81,61,100,92,91,58,62,81,39,100,17,51,4,0,0,3
2059,61,100,34,75,0,44,55,37,100,49,76,70,66,35,70,0,4
2060,26,82,76,100,81,76,35,51,55,49,100,28,64,0,0,2,3
2061,23,88,0,47,20,7,66,0,100,29,91,76,52,100,12,78,0
2062,29,100,24,75,0,48,27,33,89,37,87,51,89,22,100,0,4
2063,100,100,81,89,67,74,48,59,33,45,22,30,7,15,0,0,1
2064,100,100,54,86,18,59,0,29,23,1,85,0,66,18,23,15,6
2065,7,77,54,48,76,10,24,0,49,36,100,69,80,100,0,84,8
2066,100,74,81,100,33,92,4,62,0,26,31,0,61,21,24,42,6
2067,100,86,67,100,24,80,0,50,0,16,41,0,63,24,18,35,6
2068,20,78,63,100,92,84,46,59,60,50,100,30,62,3,0,0,3
2069,100,95,49,100,14,71,0,34,21,0,64,16,39,45,29,13,6
2070,26,89,7,73,0,30,45,0,97,21,100,65,64,100,9,88,0
2071,100,94,55,100,21,84,0,55,45,62,71,40,51,11,8,0,5
2072,96,91,37,100,56,59,93,91,94,71,100,26,56,0,0,20,9
2073,100,100,62,87,34,64,13,37,0,9,29,0,40,25,1,22,6
2074,11,88,57,100,100,88,61,66,67,50,91,24,55,2,0,0,3
2075,2,74,5,95,70,100,100,89,66,67,31,45,0,22,2,0,7
2076,90,82,46,100,38,56,97,74,92,84,100,35,62,0,0,19,9
2077,0,88,37,100,79,94,92,73,90,52,100,31,93,10,54,0,3
2078,24,91,22,61,38,25,1,0,0,39,0,78,46,95,100,100,5
2079,63,96,3,100,26,61,54,21,9,0,0,28,50,56,100,84,8
2080,38,85,60,100,58,72,33,45,0,24,15,10,58,0,100,10,2
2081,30,100,10,85,0,66,0,48,27,34,65,28,96,18,100,0,4
2082,100,100,60,98,23,69,0,32,24,0,77,8,70,39,17,37,6
2083,53,96,98,100,100,85,67,68,71,45,78,22,45,6,0,0,3
2084,100,83,62,100,22,73,0,44,3,13,70,0,95,22,8,21,6
2085,45,96,0,68,48,62,52,12,6,0,20,54,45,100,100,99,5
2086,42,100,12,74,0,45,65,51,100,76,85,55,62,27,37,0,4
2087,0,96,54,100,99,80,86,42,67,6,34,0,36,25,100,36,7
2088,25,64,54,100,53,90,49,45,32,3,0,0,51,1,100,2,1
2089,0,78,57,74,91,100,10,94,23,74,100,80,86,40,85,0,9
2090,37,90,73,100,100,90,64,72,83,45,83,16,43,3,0,0,3
2091,100,100,63,82,35,63,10,43,0,21,14,0,63,2,35,11,6
2092,44,100,2,69,0,38,71,39,100,50,60,74,56,37,58,0,4
2093,0,97,46,100,68,71,62,34,43,0,22,14,49,29,100,31,7
2094,73,100,38,88,11,74,0,55,23,40,62,31,95,18,100,0,4
2095,65,100,0,89,67,60,100,24,38,0,29,38,55,78,3,99,8
2096,16,89,1,48,23,9,72,0,100,34,87,76,45,100,0,83,0
2097,42,100,44,88,11,57,0,33,77,40,100,64,91,34,93,0,4
2098,1,80,50,69,100,100,1,90,0,62,97,81,97,41,86,0,9
2099,24,96,19,69,58,30,16,0,2,42,0,90,52,100,100,94,5
2100,37,95,7,60,65,60,65,11,0,0,16,50,30,95,100,100,5
2101,78,100,17,99,24,73,83,80,100,68,98,30,61,2,0,0,9
2102,24,96,91,100,100,95,32,92,25,62,87,51,62,0,0,6,5
2103,100,100,55,85,15,56,8,21,56,0,99,24,53,45,0,26,6
2104,36,92,7,77,0,30,35,0,81,15,100,58,76,99,27,100,0
2105,46,85,75,100,79,72,53,56,100,46,95,15,49,0,0,15,3
2106,0,87,56,98,100,100,84,80,67,60,56,40,51,20,44,0,1
2107,46,100,6,79,0,48,67,43,100,73,77,61,45,31,19,0,4
2108,72,100,28,85,0,61,100,67,89,84,64,84,64,41,59,0,4
2109,50,67,75,100,67,81,56,40,43,2,0,0,57,2,100,4,1
2110,74,100,10,93,15,69,77,80,78,66,100,30,66,4,0,0,9
2111,29,76,50,100,70,74,50,42,18,16,0,0,50,7,100,7,2
2112,15,84,0,64,18,97,78,98,100,100,79,65,68,29,65,0,7
2113,19,75,64,99,100,100,48,90,5,63,53,51,47,2,0,0,5
2114,46,81,15,59,51,32,31,0,0,8,14,56,50,90,100,100,5
2115,100,100,50,90,20,61,0,29,18,0,76,6,62,31,5,33,6
2116,0,84,53,100,94,76,94,38,77,0,38,3,41,28,100,36,7
2117,15,95,69,100,75,66,51,33,22,0,0,9,30,29,100,33,7
2118,51,88,58,54,87,20,66,0,25,30,0,63,31,94,100,100,5
2119,16,82,51,50,100,17,13,0,0,32,60,65,89,100,16,84,8
